24_4,How can I help my friend stop smoking.,Does its cause cancer.,What makes it so addictive.,friend stop smoking  smoking cancer makes smoking addictive 
24_5,How can I help my friend stop smoking.,What makes it so addictive.,Are there any alternatives to nicotine.,friend stop smoking  makes smoking addictive alternatives nicotine 
24_6,How can I help my friend stop smoking.,Are there any alternatives to nicotine.,How effective are the patches.,friend stop smoking  alternatives nicotine effective patches 
24_7,How can I help my friend stop smoking.,How effective are the patches.,Tell me about the cold turkey method.,friend stop smoking  effective patches cold turkey method 
24_8,How can I help my friend stop smoking.,Tell me about the cold turkey method.,Describe typical withdrawal symptoms.,friend stop smoking  cold turkey method describe typical withdrawal symptoms 
25_1,Tell me about Orca whales.,Tell me about Orca whales.,Tell me about Orca whales.,orca whales  orca whales orca whales 
25_2,Tell me about Orca whales.,Tell me about Orca whales.,Are Orca whales really whales.,orca whales  orca whales orca whales whales 
25_3,Tell me about Orca whales.,Are Orca whales really whales.,How do Orca whales hunt.,orca whales  orca whales whales orca whales hunt 
25_4,Tell me about Orca whales.,How do Orca whales hunt.,What do Orca whales eat.,orca whales  orca whales hunt orca whales eat 
25_5,Tell me about Orca whales.,What do Orca whales eat.,Where did Orca whales get Orca whales name.,orca whales  orca whales eat orca whales orca whales 
25_6,Tell me about Orca whales.,Where did Orca whales get Orca whales name.,Are Orca whales dangerous.,orca whales  orca whales orca whales orca whales dangerous 
25_7,Tell me about Orca whales.,Are Orca whales dangerous.,Where can go to watch Orca whales.,orca whales  orca whales dangerous watch orca whales 
25_8,Tell me about Orca whales.,Where can go to watch Orca whales.,When is a good season for spotting Orca whales.,orca whales  watch orca whales good season spotting orca whales 
25_9,Tell me about Orca whales.,When is a good season for spotting Orca whales.,How does captivity affect captivity.,orca whales  good season spotting orca whales captivity affect orca whales 
26_1,What defines a chemical element.,What defines a chemical element.,What defines a chemical element.,defines chemical element  defines chemical element defines chemical element 
26_2,What defines a chemical element.,What defines a chemical element.,How are a chemical element related to the Periodic Table.,defines chemical element  defines chemical element related periodic table 
26_3,What defines a chemical element.,How are a chemical element related to the Periodic Table.,How is the Periodic Table organised.,defines chemical element  related periodic table periodic table organised 
26_4,What defines a chemical element.,How is the Periodic Table organised.,How does a chemical compound differ from an element.,defines chemical element  periodic table organised chemical compound differ element 
26_5,What defines a chemical element.,How does a chemical compound differ from an element.,What are different types of compounds.,defines chemical element  chemical compound differ element types compounds 
26_6,What defines a chemical element.,What are different types of compounds.,How are different types of compounds formed.,defines chemical element  types compounds formed 
26_7,What defines a chemical element.,How are different types of compounds formed.,Which ones are important for the human body.,defines chemical element  formed important periodic table   
26_8,What defines a chemical element.,Which ones are important for the human body.,What are important ones used on a daily basis.,defines chemical element  important periodic table   important daily basis 
27_1,What comprises a balanced diet.,What comprises a balanced diet.,What comprises a balanced diet.,comprises balanced diet  comprises balanced diet comprises balanced diet 
27_2,What comprises a balanced diet.,What comprises a balanced diet.,Is it the same for men as well as women.,comprises balanced diet  comprises balanced diet men women 
27_3,What comprises a balanced diet.,Is it the same for men as well as women.,What are some specific recommendations for women.,comprises balanced diet  men women specific recommendations women 
27_4,What comprises a balanced diet.,What are some specific recommendations for women.,Are dairy products necessary for a good health.,comprises balanced diet  specific recommendations women dairy products good health 
27_5,What comprises a balanced diet.,Are dairy products necessary for a good health.,Can it harm you instead.,comprises balanced diet  dairy products good health harm 
27_6,What comprises a balanced diet.,Can it harm you instead.,How necessary is fiber.,comprises balanced diet  harm fiber 
27_7,What comprises a balanced diet.,How necessary is fiber.,What happens if it's consumed in a smaller amount than recommended.,comprises balanced diet  fiber consumed smaller amount recommended 
28_1,Describe global warming.,Describe global warming.,Describe global warming.,describe global warming  describe global warming describe global warming 
28_2,Describe global warming.,Describe global warming.,What are its dangers.,describe global warming  describe global warming dangers 
28_3,Describe global warming.,What are its dangers.,Are there any methods to prevent its getting worse.,describe global warming  dangers methods prevent worse 
28_4,Describe global warming.,Are there any methods to prevent its getting worse.,What can I do at an individual level.,describe global warming  methods prevent worse individual level 
28_5,Describe global warming.,What can I do at an individual level.,How do I reduce my carbon footprint.,describe global warming  individual level reduce carbon footprint 
28_6,Describe global warming.,How do I reduce my carbon footprint.,Is the US supreme government doing anything about the US supreme government.,describe global warming  reduce carbon footprint government carbon footprint 
28_7,Describe global warming.,Is the US supreme government doing anything about the US supreme government.,How is overpopulation related.,describe global warming  government carbon footprint overpopulation related 
29_1,What is the British Invasion in music.,What is the British Invasion in music.,What is the British Invasion in music.,british invasion music  british invasion music british invasion music 
29_2,What is the British Invasion in music.,What is the British Invasion in music.,What era did it happen.,british invasion music  british invasion music era british invasion music happen 
29_3,What is the British Invasion in music.,What era did it happen.,What genre did it involve.,british invasion music  era british invasion music happen genre british invasion music involve 
29_4,What is the British Invasion in music.,What genre did it involve.,What is so special about What genre.,british invasion music  genre british invasion music involve special british invasion music 
29_5,What is the British Invasion in music.,What is so special about What genre.,Which bands were a key part.,british invasion music  special british invasion music bands key part 
29_6,What is the British Invasion in music.,Which bands were a key part.,What was the leading band and what was the leading band role.,british invasion music  bands key part leading band british invasion role 
29_7,What is the British Invasion in music.,What was the leading band and what was the leading band role.,Is it related to any other musical movements.,british invasion music  leading band british invasion role british invasion related musical movements 
29_8,What is the British Invasion in music.,Is it related to any other musical movements.,What was it impact on American music.,british invasion music  british invasion related musical movements british invasion impact american music 
29_9,What is the British Invasion in music.,What was it impact on American music.,What other music movement succeeded the British Invasion in music.,british invasion music  british invasion impact american music music movement succeeded british invasion 
30_1,What are some advantages of using Linux.,What are some advantages of using Linux.,What are some advantages of using Linux.,advantages linux  advantages linux advantages linux 
30_2,What are some advantages of using Linux.,What are some advantages of using Linux.,Can I run Windows software in Windows software.,advantages linux  advantages linux run windows software 
30_3,What are some advantages of using Linux.,Can I run Windows software in Windows software.,How does Windows software compare to Windows.,advantages linux  run windows software compare windows 
30_4,What are some advantages of using Linux.,How does Windows software compare to Windows.,Which of these is more popular.,advantages linux  compare windows popular 
30_5,What are some advantages of using Linux.,Which of these is more popular.,How do I install software on software.,advantages linux  popular install software 
30_6,What are some advantages of using Linux.,How do I install software on software.,What is an easy way to install Python.,advantages linux  install software easy install linux 
30_7,What are some advantages of using Linux.,What is an easy way to install Python.,Tell me about how I can share files.,advantages linux  easy install linux share files 
